YEAR  JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SEP  OCT  NOV  DEC  ANNUAL

    1930  33.3 37.0 40.3 48.4 63.7 73.5 76.4 73.6 72.0 55.6 45.5 34.6  54.5
    1931  32.8 33.9 40.3 51.1 61.5 70.7 77.5 75.2 72.3 61.3 51.9 41.0  55.8
    1932  43.2 36.1 37.3 49.0 62.0 70.5 76.1 76.7 69.5 58.5 43.9 39.1  55.2
    1933  40.3 34.1 38.4 50.4 64.4 72.4 75.8 74.9 69.6 56.1 41.8 32.7  54.2
    1934  34.7 19.9 37.3 50.3 63.7 73.8 77.7 72.0 69.2 54.5 48.9 33.4  53.0
    1935  28.9 31.2 43.4 49.8 59.9 70.1 77.2 74.7 65.3 57.5 48.6 30.0  53.1
    1936  29.3 25.7 45.2 47.9 64.4 69.8 76.2 75.4 68.2 57.6 42.7 38.6  53.4
    1937  40.2 34.8 36.5 49.6 64.2 71.8 76.6 76.6 66.0 55.4 46.4 35.4  54.5
    1938  32.1 35.4 44.2 53.7 60.8 70.3 76.6 78.2 66.0 59.8 48.3 37.0  55.2
    1939  32.2 37.0 39.2 48.3 64.9 73.0 76.6 78.1 68.6 57.3 43.7 36.9  54.7

    1940  25.0 32.9 35.1 46.8 60.7 70.4 76.2 71.4 66.6 53.8 45.3 38.4  51.9
    1941  29.4 31.1 35.9 56.9 64.8 71.9 75.8 74.0 70.0 60.7 50.0 38.3  54.9
    1942  30.7 29.7 43.0 53.8 65.3 71.0 76.3 73.6 68.3 58.8 47.0 31.1  54.1
    1943  30.8 34.6 40.2 46.1 62.6 76.2 76.9 75.9 67.4 55.7 45.4 33.0  53.7
    1944  33.9 33.2 37.6 48.9 67.0 72.3 79.4 77.8 70.1 57.1 46.0 32.4  54.6
    1945  25.1 33.9 51.1 55.6 59.2 70.9 74.6 73.4 70.3 56.2 47.6 31.0  54.1
    1946  34.1 31.7 49.8 50.4 61.9 69.7 75.4 70.9 69.8 61.7 50.5 37.9  55.3
    1947  37.2 29.3 37.8 50.5 59.9 68.4 75.5 76.0 68.6 63.6 44.2 34.0  53.8
    1948  25.4 30.7 42.1 51.0 60.2 69.4 77.2 75.2 70.3 56.7 52.4 38.3  54.1
    1949  38.6 38.6 42.9 53.8 63.1 74.3 79.6 76.7 66.2 63.1 46.3 39.4  56.9

    1950  41.4 31.6 36.4 48.5 58.8 70.3 75.0 73.1 64.8 60.0 48.4 35.0  53.6
    1951  36.5 36.2 41.5 53.0 63.3 69.8 76.8 74.5 68.2 58.6 43.5 38.6  55.0
    1952  36.2 36.2 40.2 55.0 60.7 73.6 80.3 74.9 69.9 55.7 48.6 38.4  55.8
    1953  37.6 38.4 43.4 52.3 63.4 73.6 77.8 75.8 70.4 60.7 49.7 41.3  57.0
    1954  30.8 40.1 41.6 53.8 59.8 71.6 76.7 72.8 67.4 61.7 46.4 35.9  54.9
    1955  31.0 35.0 41.7 53.5 65.4 68.9 80.9 78.1 67.8 59.8 44.3 29.7  54.7
    1956  32.0 36.6 37.4 48.2 58.7 71.4 72.9 74.2 64.8 58.1 46.7 40.9  53.5
    1957  28.5 37.3 41.9 53.2 63.1 74.3 77.7 73.6 69.7 56.2 49.4 40.2  55.4
    1958  31.9 27.4 40.3 52.9 59.1 67.2 76.1 75.2 67.6 55.5 47.9 29.4  52.5
    1959  31.1 32.1 40.1 53.8 66.4 71.2 76.3 77.5 72.3 59.8 45.8 38.4  55.4

    1960  33.9 36.3 33.3 54.1 62.6 71.8 74.6 74.9 68.0 58.1 49.7 30.9  54.0
    1961  27.7 36.7 41.5 49.0 59.9 72.3 78.1 76.4 73.6 61.1 48.8 35.5  55.1
    1962  32.6 31.8 43.1 53.3 64.5 72.5 74.0 72.4 64.9 57.4 43.2 31.5  53.4
    1963  30.1 28.3 43.7 53.7 61.1 70.9 76.4 72.1 63.1 61.8 50.4 31.2  53.6
    1964  35.7 32.9 43.1 49.7 65.4 71.6 75.4 72.9 67.2 55.0 49.4 36.4  54.6
    1965  29.7 33.9 40.0 50.6 66.4 70.1 74.3 73.2 67.5 57.3 46.8 40.5  54.2
    1966  32.2 35.1 42.7 49.7 61.6 75.4 79.7 76.9 66.5 56.2 48.9 35.7  55.1
    1967  37.4 29.2 37.6 49.6 55.2 72.8 75.3 73.9 66.7 57.2 42.5 38.2  53.0
    1968  26.7 28.9 43.3 55.0 59.6 69.7 77.3 76.0 70.6 60.5 46.9 34.3  54.1
    1969  31.8 32.6 40.1 55.9 65.3 73.1 74.8 77.4 69.0 57.7 46.4 33.4  54.8

    1970  25.1 33.0 38.7 52.1 64.0 70.9 77.1 77.6 70.8 58.9 48.5 34.4  54.3
    1971  27.0 35.1 40.1 50.8 61.4 74.2 77.8 75.9 71.6 62.7 45.1 40.8  55.2
    1972  35.1 31.4 39.8 50.1 63.3 67.9 77.2 75.6 69.5 53.5 44.4 38.5  53.9
    1973  35.5 32.5 46.4 53.4 59.5 73.4 77.4 77.6 69.5 60.2 48.3 39.0  56.1
    1974  35.3 31.7 42.1 55.2 61.0 69.0 77.2 76.4 66.7 54.1 48.2 39.4  54.7
    1975  37.3 35.8 40.2 47.9 65.8 70.5 75.8 74.4 64.2 59.2 52.3 35.9  54.9
    1976  27.4 39.9 44.4 55.0 60.2 73.2 74.8 74.3 66.6 52.9 41.7 29.9  53.4
    1977  22.1 33.5 46.8 53.7 65.0 70.2 79.0 75.7 68.2 54.9 47.3 35.7  54.3
    1978  28.0 27.2 39.0 51.6 61.5 71.3 74.4 76.0 65.0 54.9 47.8 38.9  53.0
    1979  33.6 25.5 46.9 52.6 65.3 69.2 76.9 76.8 70.5 57.3 52.5 41.1  55.7

    1980  33.7 31.4 41.2 54.5 65.6 70.3 79.3 80.3 70.8 55.2 44.6 32.5  55.0
    1981  26.3 39.3 42.3 56.2 64.8 73.0 78.5 76.0 67.6 54.4 47.7 36.5  55.2
    1982  26.1 35.3 42.0 51.2 64.1 68.6 77.9 73.2 68.3 58.5 50.4 42.8  54.9
    1983  34.5 36.4 44.0 52.3 60.2 73.4 79.5 77.7 71.8 57.9 48.9 35.2  56.0
    1984  29.9 40.6 36.7 51.9 61.6 74.5 74.7 76.7 65.9 61.8 47.3 43.8  55.5
    1985  28.8 36.6 45.8 55.5 65.3 68.6 76.2 75.4 70.5 59.5 50.0 34.2  55.5
    1986  34.1 32.0 45.1 54.5 66.0 71.6 76.0 73.1 67.9 58.0 45.7 39.0  55.3
    1987  32.3 33.2 45.2 53.4 63.6 72.8 78.0 74.2 67.9 53.8 47.7 39.5  55.1
    1988  29.5 35.0 43.6 51.2 62.7 71.8 79.3 78.8 67.4 52.8 49.4 35.9  54.8
    1989  37.4 34.5 42.4 52.2 62.1 72.0 75.0 74.0 68.1 58.2 45.7 25.9  54.0

    1990  41.4 39.8 45.1 53.5 60.2 72.1 76.8 75.3 67.5 61.9 50.4 42.6  57.2
    1991  34.9 40.0 44.6 55.7 68.7 74.1 77.7 77.1 67.5 58.4 48.3 39.6  57.2
    1992  35.7 36.4 40.0 50.5 61.0 70.3 74.2 73.0 67.2 54.5 46.5 37.9  53.9
    1993  36.3 30.8 39.7 53.3 65.7 73.3 80.2 77.2 67.3 56.0 48.8 37.3  55.5
    1994  25.6 30.6 40.7 55.6 61.8 75.2 79.4 74.0 67.6 58.0 52.0 42.2  55.2
    1995  37.5 31.6 45.0 51.9 61.9 71.8 79.2 78.6 68.3 61.6 43.6 32.4  55.3
    1996  30.5 33.9 38.9 52.2 61.1 71.4 73.4 74.5 68.0 56.4 43.0 41.3  53.7
    1997  32.2 40.0 41.9 51.7 59.4 70.9 75.8 73.3 67.0 56.8 44.5 38.3  54.3
    1998  40.0 40.6 45.4 54.0 64.3 69.2 76.5 76.7 70.2 57.6 48.1 43.2  57.2
    1999  33.9 38.9 42.5 53.5 63.1 73.2 81.4 75.5 69.1 56.0 50.6 40.0  56.5
    
    2000  31.3 37.3 47.2 51.0 63.5 71.3 72.3 72.7 66.0 57.0 45.3 31.1  53.9
    2001  33.6 35.9 39.6 54.2 63.8 72.9 73.2 78.7 67.7 58.5 52.7 44.1  56.3
    2002  39.9 40.6 44.1 56.1 60.7 71.4 78.8 77.7 70.2 55.2 46.0 36.0  56.4
    2003  27.5 30.1 43.1 49.8 58.7 68.3 75.8 76.7 67.9 55.1 50.0 37.6  53.4  
    2004  24.7 35.0 43.5 53.6 65.2 71.2 74.5 74.2 69.3 56.0 48.2 38.4  54.5  
    2005  31.3 36.5 39.4 55.1 58.9 74.0 77.5 79.7 73.3 57.9 49.6 35.3  55.8
    2006  40.9 35.7 43.1 55.7 63.1 71.0 77.9 75.8 66.6 56.2 51.9 43.6  56.8  
    2007  37.5 28.2 42.2 50.3 65.2 71.4 75.0 74.0 70.3 63.6 45.4 37.0  55.0 
    2008  36.5 35.8 42.6 54.9 60.1 74.0 78.4 73.8 68.8 55.1 45.8 38.1  55.3
    2009  27.9 36.7 42.4 54.5 62.5 67.5 72.7 75.7 66.3 55.0 51.2 35.9  54.0    
    2010  32.5 33.1 48.2 57.9 65.3 74.7 81.3 77.4 71.1 58.1 47.9 32.8  56.7
    2011  29.7 36.0 42.3 54.3 64.5 72.3 80.2 75.3 70.0 57.1 51.9 43.3  56.4
    2012  37.3 40.9 50.9 54.8 65.1 71.0 78.8 76.7 68.8 58.0 43.9 41.5  57.3
